Notes,State,State Code,Year,Year Code,Drug/Alcohol Induced,Drug/Alcohol Induced Code,Deaths,Population,Crude Rate,Age Adjusted Rate,% of Total Deaths
Total,California,6,1999,1999,,,229380,33499204,684.7,802.3,0.50%
,California,6,2000,2000,Drug-induced causes,D,2301,33871648,6.8,6.9,0.00%
,California,6,2000,2000,Alcohol-induced causes,A,3406,33871648,10.1,11,0.00%
,California,6,2000,2000,All other non-drug and non-alcohol causes,O,223844,33871648,660.9,770,0.50%
Total,California,6,2000,2000,,,229551,33871648,677.7,787.9,0.50%
,California,6,2001,2001,Drug-induced causes,D,1507,34479458,4.4,4.5,0.00%
,California,6,2001,2001,Alcohol-induced causes,A,3399,34479458,9.9,10.6,0.00%
,California,6,2001,2001,All other non-drug and non-alcohol causes,O,229138,34479458,664.6,768.1,0.50%
Total,California,6,2001,2001,,,234044,34479458,678.8,783.2,0.50%
,California,6,2002,2002,Drug-induced causes,D,3418,34871843,9.8,10,0.00%
,California,6,2002,2002,Alcohol-induced causes,A,3542,34871843,10.2,10.8,0.00%
,California,6,2002,2002,All other non-drug and non-alcohol causes,O,227605,34871843,652.7,749.2,0.50%
Total,California,6,2002,2002,,,234565,34871843,672.6,770,0.50%
,California,6,2003,2003,Drug-induced causes,D,3614,35253159,10.3,10.4,0.00%
,California,6,2003,2003,Alcohol-induced causes,A,3752,35253159,10.6,11.2,0.00%
,California,6,2003,2003,All other non-drug and non-alcohol causes,O,232005,35253159,658.1,746.8,0.50%
Total,California,6,2003,2003,,,239371,35253159,679,768.4,0.50%
,California,6,2004,2004,Drug-induced causes,D,3681,35574576,10.3,10.4,0.00%
,California,6,2004,2004,Alcohol-induced causes,A,3703,35574576,10.4,10.8,0.00%
,California,6,2004,2004,All other non-drug and non-alcohol causes,O,225141,35574576,632.9,713.1,0.50%
Total,California,6,2004,2004,,,232525,35574576,653.6,734.3,0.50%
,California,6,2005,2005,Drug-induced causes,D,3821,35827943,10.7,10.7,0.00%
,California,6,2005,2005,Alcohol-induced causes,A,3932,35827943,11,11.2,0.00%
,California,6,2005,2005,All other non-drug and non-alcohol causes,O,229284,35827943,640,708.9,0.50%
Total,California,6,2005,2005,,,237037,35827943,661.6,730.7,0.50%
,California,6,2006,2006,Drug-induced causes,D,4026,36021202,11.2,11.1,0.00%
,California,6,2006,2006,Alcohol-induced causes,A,3932,36021202,10.9,11,0.00%
,California,6,2006,2006,All other non-drug and non-alcohol causes,O,229168,36021202,636.2,696.1,0.50%
Total,California,6,2006,2006,,,237126,36021202,658.3,718.2,0.50%
,California,6,2007,2007,Drug-induced causes,D,4178,36250311,11.5,11.3,0.00%
,California,6,2007,2007,Alcohol-induced causes,A,4027,36250311,11.1,11.1,0.00%
,California,6,2007,2007,All other non-drug and non-alcohol causes,O,225515,36250311,622.1,669.3,0.50%
Total,California,6,2007,2007,,,233720,36250311,644.7,691.7,0.50%
,California,6,2008,2008,Drug-induced causes,D,4147,36604337,11.3,11.1,0.00%
,California,6,2008,2008,Alcohol-induced causes,A,4167,36604337,11.4,11.2,0.00%
,California,6,2008,2008,All other non-drug and non-alcohol causes,O,226452,36604337,618.6,655.5,0.50%
Total,California,6,2008,2008,,,234766,36604337,641.4,677.9,0.50%
,California,6,2009,2009,Drug-induced causes,D,4290,36961229,11.6,11.3,0.00%
,California,6,2009,2009,Alcohol-induced causes,A,4245,36961229,11.5,11.2,0.00%
,California,6,2009,2009,All other non-drug and non-alcohol causes,O,224201,36961229,606.6,632.9,0.50%
Total,California,6,2009,2009,,,232736,36961229,629.7,655.5,0.50%
,California,6,2010,2010,Drug-induced causes,D,4258,37253956,11.4,11.1,0.00%
,California,6,2010,2010,Alcohol-induced causes,A,4292,37253956,11.5,11.2,0.00%
,California,6,2010,2010,All other non-drug and non-alcohol causes,O,225462,37253956,605.2,624.4,0.50%
Total,California,6,2010,2010,,,234012,37253956,628.2,646.7,0.50%
,California,6,2011,2011,Drug-induced causes,D,4429,37691912,11.8,11.4,0.00%
,California,6,2011,2011,Alcohol-induced causes,A,4489,37691912,11.9,11.4,0.00%
,California,6,2011,2011,All other non-drug and non-alcohol causes,O,231024,37691912,612.9,618.5,0.50%
Total,California,6,2011,2011,,,239942,37691912,636.6,641.3,0.50%
,California,6,2012,2012,Drug-induced causes,D,4304,38041430,11.3,10.9,0.00%
,California,6,2012,2012,Alcohol-induced causes,A,4422,38041430,11.6,11,0.00%
,California,6,2012,2012,All other non-drug and non-alcohol causes,O,233828,38041430,614.7,608.4,0.50%
Total,California,6,2012,2012,,,242554,38041430,637.6,630.4,0.50%
,California,6,2013,2013,Drug-induced causes,D,4747,38332521,12.4,11.9,0.00%
,California,6,2013,2013,Alcohol-induced causes,A,4560,38332521,11.9,11.2,0.00%
,California,6,2013,2013,All other non-drug and non-alcohol causes,O,239052,38332521,623.6,607.1,0.50%
Total,California,6,2013,2013,,,248359,38332521,647.9,630.1,0.50%
,California,6,2014,2014,Drug-induced causes,D,4816,38802500,12.4,11.8,0.00%
,California,6,2014,2014,Alcohol-induced causes,A,4746,38802500,12.2,11.3,0.00%
,California,6,2014,2014,All other non-drug and non-alcohol causes,O,236367,38802500,609.2,582.5,0.50%
Total,California,6,2014,2014,,,245929,38802500,633.8,605.7,0.50%
,California,6,2015,2015,Drug-induced causes,D,5025,39144818,12.8,12.2,0.00%
,California,6,2015,2015,Alcohol-induced causes,A,5150,39144818,13.2,12.1,0.00%
,California,6,2015,2015,All other non-drug and non-alcohol causes,O,249031,39144818,636.2,597.3,0.50%
Total,California,6,2015,2015,,,259206,39144818,662.2,621.6,0.50%
,California,6,2016,2016,Drug-induced causes,D,5094,39250017,13,12.3,0.00%
,California,6,2016,2016,Alcohol-induced causes,A,5055,39250017,12.9,11.7,0.00%
,California,6,2016,2016,All other non-drug and non-alcohol causes,O,252091,39250017,642.3,592.9,0.50%
Total,California,6,2016,2016,,,262240,39250017,668.1,616.9,0.50%
,California,6,2017,2017,Drug-induced causes,D,5302,39536653,13.4,12.7,0.00%
,California,6,2017,2017,Alcohol-induced causes,A,5096,39536653,12.9,11.6,0.00%
,California,6,2017,2017,All other non-drug and non-alcohol causes,O,257791,39536653,652,594.4,0.50%
Total,California,6,2017,2017,,,268189,39536653,678.3,618.7,0.60%
Total,California,6,,,,,4575252,697268717,656.2,683.8,9.60%
,Colorado,8,1999,1999,Drug-induced causes,D,375,4226018,8.9,8.6,0.00%
,Colorado,8,1999,1999,Alcohol-induced causes,A,468,4226018,11.1,11.5,0.00%
,Colorado,8,1999,1999,All other non-drug and non-alcohol causes,O,26271,4226018,621.6,781.7,0.10%
Total,Colorado,8,1999,1999,,,27114,4226018,641.6,801.8,0.10%
,Colorado,8,2000,2000,Drug-induced causes,D,372,4301261,8.6,8.4,0.00%
,Colorado,8,2000,2000,Alcohol-induced causes,A,446,4301261,10.4,10.8,0.00%
,Colorado,8,2000,2000,All other non-drug and non-alcohol causes,O,26470,4301261,615.4,772.9,0.10%
Total,Colorado,8,2000,2000,,,27288,4301261,634.4,792.1,0.10%
,Colorado,8,2001,2001,Drug-induced causes,D,444,4425687,10,9.8,0.00%
,Colorado,8,2001,2001,Alcohol-induced causes,A,511,4425687,11.5,12,0.00%
,Colorado,8,2001,2001,All other non-drug and non-alcohol causes,O,27339,4425687,617.7,774.4,0.10%
Total,Colorado,8,2001,2001,,,28294,4425687,639.3,796.1,0.10%
,Colorado,8,2002,2002,Drug-induced causes,D,474,4490406,10.6,10.3,0.00%
,Colorado,8,2002,2002,Alcohol-induced causes,A,516,4490406,11.5,11.8,0.00%
,Colorado,8,2002,2002,All other non-drug and non-alcohol causes,O,28220,4490406,628.5,782.3,0.10%
Total,Colorado,8,2002,2002,,,29210,4490406,650.5,804.4,0.10%
,Colorado,8,2003,2003,Drug-induced causes,D,529,4528732,11.7,11.4,0.00%
,Colorado,8,2003,2003,Alcohol-induced causes,A,517,4528732,11.4,11.4,0.00%
,Colorado,8,2003,2003,All other non-drug and non-alcohol causes,O,28460,4528732,628.4,769.2,0.10%
Total,Colorado,8,2003,2003,,,29506,4528732,651.5,792,0.10%
,Colorado,8,2004,2004,Drug-induced causes,D,548,4575013,12,11.7,0.00%
,Colorado,8,2004,2004,Alcohol-induced causes,A,498,4575013,10.9,10.8,0.00%
,Colorado,8,2004,2004,All other non-drug and non-alcohol causes,O,27263,4575013,595.9,716.1,0.10%
Total,Colorado,8,2004,2004,,,28309,4575013,618.8,738.5,0.10%
,Colorado,8,2005,2005,Drug-induced causes,D,640,4631888,13.8,13.4,0.00%
,Colorado,8,2005,2005,Alcohol-induced causes,A,500,4631888,10.8,10.5,0.00%
,Colorado,8,2005,2005,All other non-drug and non-alcohol causes,O,28487,4631888,615,728.1,0.10%
Total,Colorado,8,2005,2005,,,29627,4631888,639.6,752.1,0.10%
,Colorado,8,2006,2006,Drug-induced causes,D,660,4720423,14,13.5,0.00%
,Colorado,8,2006,2006,Alcohol-induced causes,A,526,4720423,11.1,10.6,0.00%
,Colorado,8,2006,2006,All other non-drug and non-alcohol causes,O,28335,4720423,600.3,696.8,0.10%
Total,Colorado,8,2006,2006,,,29521,4720423,625.4,720.9,0.10%
,Colorado,8,2007,2007,Drug-induced causes,D,747,4803868,15.5,15,0.00%
,Colorado,8,2007,2007,Alcohol-induced causes,A,610,4803868,12.7,11.9,0.00%
,Colorado,8,2007,2007,All other non-drug and non-alcohol causes,O,28636,4803868,596.1,681.1,0.10%
Total,Colorado,8,2007,2007,,,29993,4803868,624.4,708,0.10%
,Colorado,8,2008,2008,Drug-induced causes,D,760,4889730,15.5,15,0.00%
,Colorado,8,2008,2008,Alcohol-induced causes,A,676,4889730,13.8,12.9,0.00%
,Colorado,8,2008,2008,All other non-drug and non-alcohol causes,O,29838,4889730,610.2,687.9,0.10%
Total,Colorado,8,2008,2008,,,31274,4889730,639.6,715.8,0.10%
,Colorado,8,2009,2009,Drug-induced causes,D,784,4972195,15.8,15.3,0.00%
,Colorado,8,2009,2009,Alcohol-induced causes,A,686,4972195,13.8,13,0.00%
,Colorado,8,2009,2009,All other non-drug and non-alcohol causes,O,29703,4972195,597.4,661.5,0.10%
Total,Colorado,8,2009,2009,,,31173,4972195,626.9,689.7,0.10%
,Colorado,8,2010,2010,Drug-induced causes,D,676,5029196,13.4,13.1,0.00%
,Colorado,8,2010,2010,Alcohol-induced causes,A,733,5029196,14.6,13.5,0.00%
,Colorado,8,2010,2010,All other non-drug and non-alcohol causes,O,30056,5029196,597.6,656.1,0.10%
Total,Colorado,8,2010,2010,,,31465,5029196,625.6,682.7,0.10%
,Colorado,8,2011,2011,Drug-induced causes,D,852,5116796,16.7,16.3,0.00%
,Colorado,8,2011,2011,Alcohol-induced causes,A,720,5116796,14.1,13,0.00%
,Colorado,8,2011,2011,All other non-drug and non-alcohol causes,O,30991,5116796,605.7,648.6,0.10%
Total,Colorado,8,2011,2011,,,32563,5116796,636.4,677.8,0.10%
,Colorado,8,2012,2012,Drug-induced causes,D,826,5187582,15.9,15.3,0.00%
,Colorado,8,2012,2012,Alcohol-induced causes,A,749,5187582,14.4,13.2,0.00%
,Colorado,8,2012,2012,All other non-drug and non-alcohol causes,O,31558,5187582,608.3,637,0.10%
Total,Colorado,8,2012,2012,,,33133,5187582,638.7,665.6,0.10%
,Colorado,8,2013,2013,Drug-induced causes,D,864,5268367,16.4,15.9,0.00%
,Colorado,8,2013,2013,Alcohol-induced causes,A,788,5268367,15,13.8,0.00%
,Colorado,8,2013,2013,All other non-drug and non-alcohol causes,O,32060,5268367,608.5,625.7,0.10%
Total,Colorado,8,2013,2013,,,33712,5268367,639.9,655.4,0.10%
,Colorado,8,2014,2014,Drug-induced causes,D,917,5355866,17.1,16.6,0.00%
,Colorado,8,2014,2014,Alcohol-induced causes,A,812,5355866,15.2,13.8,0.00%
,Colorado,8,2014,2014,All other non-drug and non-alcohol causes,O,33508,5355866,625.6,634,0.10%
Total,Colorado,8,2014,2014,,,35237,5355866,657.9,664.4,0.10%
,Colorado,8,2015,2015,Drug-induced causes,D,893,5456574,16.4,15.8,0.00%
,Colorado,8,2015,2015,Alcohol-induced causes,A,857,5456574,15.7,14.5,0.00%
,Colorado,8,2015,2015,All other non-drug and non-alcohol causes,O,34599,5456574,634.1,634.7,0.10%
Total,Colorado,8,2015,2015,,,36349,5456574,666.2,665,0.10%
,Colorado,8,2016,2016,Drug-induced causes,D,973,5540545,17.6,17.1,0.00%
,Colorado,8,2016,2016,Alcohol-induced causes,A,917,5540545,16.6,15.1,0.00%
,Colorado,8,2016,2016,All other non-drug and non-alcohol causes,O,35640,5540545,643.3,637.3,0.10%
Total,Colorado,8,2016,2016,,,37530,5540545,677.4,669.5,0.10%
,Colorado,8,2017,2017,Drug-induced causes,D,1050,5607154,18.7,18.1,0.00%
,Colorado,8,2017,2017,Alcohol-induced causes,A,1018,5607154,18.2,16.5,0.00%
,Colorado,8,2017,2017,All other non-drug and non-alcohol causes,O,35995,5607154,641.9,628.9,0.10%
Total,Colorado,8,2017,2017,,,38063,5607154,678.8,663.4,0.10%
Total,Colorado,8,,,,,599361,93127301,643.6,710.2,1.30%
,Connecticut,9,1999,1999,Drug-induced causes,D,330,3386401,9.7,9.6,0.00%
,Connecticut,9,1999,1999,Alcohol-induced causes,A,175,3386401,5.2,5,0.00%
,Connecticut,9,1999,1999,All other non-drug and non-alcohol causes,O,28941,3386401,854.6,768.7,0.10%
Total,Connecticut,9,1999,1999,,,29446,3386401,869.5,783.2,0.10%
,Connecticut,9,2000,2000,Drug-induced causes,D,336,3405565,9.9,9.7,0.00%
,Connecticut,9,2000,2000,Alcohol-induced causes,A,195,3405565,5.7,5.5,0.00%
,Connecticut,9,2000,2000,All other non-drug and non-alcohol causes,O,29598,3405565,869.1,777.8,0.10%
Total,Connecticut,9,2000,2000,,,30129,3405565,884.7,793,0.10%
,Connecticut,9,2001,2001,Drug-induced causes,D,326,3432835,9.5,9.3,0.00%
,Connecticut,9,2001,2001,Alcohol-induced causes,A,160,3432835,4.7,4.4,0.00%
,Connecticut,9,2001,2001,All other non-drug and non-alcohol causes,O,29341,3432835,854.7,758.3,0.10%
Total,Connecticut,9,2001,2001,,,29827,3432835,868.9,772.1,0.10%
,Connecticut,9,2002,2002,Drug-induced causes,D,377,3458749,10.9,10.9,0.00%
,Connecticut,9,2002,2002,Alcohol-induced causes,A,198,3458749,5.7,5.4,0.00%
,Connecticut,9,2002,2002,All other non-drug and non-alcohol causes,O,29547,3458749,854.3,749.9,0.10%
Total,Connecticut,9,2002,2002,,,30122,3458749,870.9,766.1,0.10%
,Connecticut,9,2003,2003,Drug-induced causes,D,338,3484336,9.7,9.7,0.00%
,Connecticut,9,2003,2003,Alcohol-induced causes,A,184,3484336,5.3,4.9,0.00%
,Connecticut,9,2003,2003,All other non-drug and non-alcohol causes,O,29105,3484336,835.3,725.1,0.10%
Total,Connecticut,9,2003,2003,,,29627,3484336,850.3,739.7,0.10%
,Connecticut,9,2004,2004,Drug-induced causes,D,360,3496094,10.3,10.3,0.00%
,Connecticut,9,2004,2004,Alcohol-induced causes,A,189,3496094,5.4,4.9,0.00%
,Connecticut,9,2004,2004,All other non-drug and non-alcohol causes,O,28765,3496094,822.8,709.9,0.10%
Total,Connecticut,9,2004,2004,,,29314,3496094,838.5,725.1,0.10%
,Connecticut,9,2005,2005,Drug-induced causes,D,352,3506956,10,10,0.00%
,Connecticut,9,2005,2005,Alcohol-induced causes,A,186,3506956,5.3,4.8,0.00%
,Connecticut,9,2005,2005,All other non-drug and non-alcohol causes,O,28929,3506956,824.9,702.9,0.10%
Total,Connecticut,9,2005,2005,,,29467,3506956,840.2,717.7,0.10%
,Connecticut,9,2006,2006,Drug-induced causes,D,458,3517460,13,12.9,0.00%
,Connecticut,9,2006,2006,Alcohol-induced causes,A,186,3517460,5.3,4.7,0.00%
,Connecticut,9,2006,2006,All other non-drug and non-alcohol causes,O,28616,3517460,813.5,687,0.10%
Total,Connecticut,9,2006,2006,,,29260,3517460,831.9,704.6,0.10%
,Connecticut,9,2007,2007,Drug-induced causes,D,444,3527270,12.6,12.5,0.00%
,Connecticut,9,2007,2007,Alcohol-induced causes,A,214,3527270,6.1,5.5,0.00%
,Connecticut,9,2007,2007,All other non-drug and non-alcohol causes,O,27993,3527270,793.6,662.5,0.10%
Total,Connecticut,9,2007,2007,,,28651,3527270,812.3,680.5,0.10%
,Connecticut,9,2008,2008,Drug-induced causes,D,397,3545579,11.2,11,0.00%
,Connecticut,9,2008,2008,Alcohol-induced causes,A,229,3545579,6.5,5.8,0.00%
,Connecticut,9,2008,2008,All other non-drug and non-alcohol causes,O,28168,3545579,794.5,655.1,0.10%
Total,Connecticut,9,2008,2008,,,28794,3545579,812.1,671.9,0.10%
,Connecticut,9,2009,2009,Drug-induced causes,D,397,3561807,11.1,11.1,0.00%
,Connecticut,9,2009,2009,Alcohol-induced causes,A,222,3561807,6.2,5.5,0.00%
,Connecticut,9,2009,2009,All other non-drug and non-alcohol causes,O,27966,3561807,785.2,642.6,0.10%
Total,Connecticut,9,2009,2009,,,28585,3561807,802.5,659.3,0.10%
,Connecticut,9,2010,2010,Drug-induced causes,D,372,3574097,10.4,10.3,0.00%
,Connecticut,9,2010,2010,Alcohol-induced causes,A,192,3574097,5.4,4.8,0.00%
,Connecticut,9,2010,2010,All other non-drug and non-alcohol causes,O,28128,3574097,787,637.9,0.10%
Total,Connecticut,9,2010,2010,,,28692,3574097,802.8,652.9,0.10%
,Connecticut,9,2011,2011,Drug-induced causes,D,416,3580709,11.6,11.6,0.00%
,Connecticut,9,2011,2011,Alcohol-induced causes,A,188,3580709,5.3,4.5,0.00%
,Connecticut,9,2011,2011,All other non-drug and non-alcohol causes,O,28922,3580709,807.7,644.5,0.10%
Total,Connecticut,9,2011,2011,,,29526,3580709,824.6,660.6,0.10%
,Connecticut,9,2012,2012,Drug-induced causes,D,451,3590347,12.6,12.4,0.00%
,Connecticut,9,2012,2012,Alcohol-induced causes,A,187,3590347,5.2,4.5,0.00%
,Connecticut,9,2012,2012,All other non-drug and non-alcohol causes,O,28678,3590347,798.8,631.3,0.10%
Total,Connecticut,9,2012,2012,,,29316,3590347,816.5,648.2,0.10%
,Connecticut,9,2013,2013,Drug-induced causes,D,600,3596080,16.7,16.4,0.00%
,Connecticut,9,2013,2013,Alcohol-induced causes,A,281,3596080,7.8,6.8,0.00%
,Connecticut,9,2013,2013,All other non-drug and non-alcohol causes,O,28751,3596080,799.5,623.1,0.10%
Total,Connecticut,9,2013,2013,,,29632,3596080,824,646.3,0.10%
,Connecticut,9,2014,2014,Drug-induced causes,D,639,3596677,17.8,18.1,0.00%
,Connecticut,9,2014,2014,Alcohol-induced causes,A,303,3596677,8.4,7.3,0.00%
,Connecticut,9,2014,2014,All other non-drug and non-alcohol causes,O,28918,3596677,804,621.2,0.10%
Total,Connecticut,9,2014,2014,,,29860,3596677,830.2,646.5,0.10%
,Connecticut,9,2015,2015,Drug-induced causes,D,827,3590886,23,22.8,0.00%
,Connecticut,9,2015,2015,Alcohol-induced causes,A,341,3590886,9.5,8,0.00%
,Connecticut,9,2015,2015,All other non-drug and non-alcohol causes,O,29367,3590886,817.8,625.3,0.10%
Total,Connecticut,9,2015,2015,,,30535,3590886,850.3,656.1,0.10%
,Connecticut,9,2016,2016,Drug-induced causes,D,997,3576452,27.9,28.1,0.00%
,Connecticut,9,2016,2016,Alcohol-induced causes,A,336,3576452,9.4,7.9,0.00%
,Connecticut,9,2016,2016,All other non-drug and non-alcohol causes,O,29210,3576452,816.7,618,0.10%
Total,Connecticut,9,2016,2016,,,30543,3576452,854,654,0.10%
,Connecticut,9,2017,2017,Drug-induced causes,D,1103,3588184,30.7,31.8,0.00%
,Connecticut,9,2017,2017,Alcohol-induced causes,A,354,3588184,9.9,8.2,0.00%
,Connecticut,9,2017,2017,All other non-drug and non-alcohol causes,O,29855,3588184,832,611.3,0.10%
Total,Connecticut,9,2017,2017,,,31312,3588184,872.6,651.2,0.10%
Total,Connecticut,9,,,,,562638,67016484,839.6,693.4,1.20%
,Delaware,10,1999,1999,Drug-induced causes,D,55,774990,7.1,7.1,0.00%
,Delaware,10,1999,1999,Alcohol-induced causes,A,61,774990,7.9,7.8,0.00%
,Delaware,10,1999,1999,All other non-drug and non-alcohol causes,O,6550,774990,845.2,866.8,0.00%
Total,Delaware,10,1999,1999,,,6666,774990,860.1,881.6,0.00%
,Delaware,10,2000,2000,Drug-induced causes,D,60,783600,7.7,7.6,0.00%
,Delaware,10,2000,2000,Alcohol-induced causes,A,51,783600,6.5,6.4,0.00%
,Delaware,10,2000,2000,All other non-drug and non-alcohol causes,O,6764,783600,863.2,883,0.00%
Total,Delaware,10,2000,2000,,,6875,783600,877.4,897.1,0.00%
,Delaware,10,2001,2001,Drug-induced causes,D,70,795699,8.8,8.8,0.00%
,Delaware,10,2001,2001,Alcohol-induced causes,A,69,795699,8.7,8.5,0.00%
,Delaware,10,2001,2001,All other non-drug and non-alcohol causes,O,6973,795699,876.3,885.8,0.00%
Total,Delaware,10,2001,2001,,,7112,795699,893.8,903.1,0.00%
,Delaware,10,2002,2002,Drug-induced causes,D,85,806169,10.5,10.6,0.00%
,Delaware,10,2002,2002,Alcohol-induced causes,A,76,806169,9.4,9.1,0.00%
,Delaware,10,2002,2002,All other non-drug and non-alcohol causes,O,6700,806169,831.1,829.6,0.00%
Total,Delaware,10,2002,2002,,,6861,806169,851.1,849.3,0.00%
,Delaware,10,2003,2003,Drug-induced causes,D,88,818003,10.8,10.8,0.00%
,Delaware,10,2003,2003,Alcohol-induced causes,A,66,818003,8.1,7.7,0.00%
,Delaware,10,2003,2003,All other non-drug and non-alcohol causes,O,6916,818003,845.5,834.5,0.00%
Total,Delaware,10,2003,2003,,,7070,818003,864.3,852.9,0.00%
,Delaware,10,2004,2004,Drug-induced causes,D,92,830803,11.1,11,0.00%
,Delaware,10,2004,2004,Alcohol-induced causes,A,54,830803,6.5,5.8,0.00%
,Delaware,10,2004,2004,All other non-drug and non-alcohol causes,O,6997,830803,842.2,821.4,0.00%
Total,Delaware,10,2004,2004,,,7143,830803,859.8,838.2,0.00%
,Delaware,10,2005,2005,Drug-induced causes,D,67,845150,7.9,8.2,0.00%
,Delaware,10,2005,2005,Alcohol-induced causes,A,58,845150,6.9,6.2,0.00%
,Delaware,10,2005,2005,All other non-drug and non-alcohol causes,O,7347,845150,869.3,837,0.00%
Total,Delaware,10,2005,2005,,,7472,845150,884.1,851.4,0.00%
,Delaware,10,2006,2006,Drug-induced causes,D,83,859268,9.7,9.9,0.00%
,Delaware,10,2006,2006,Alcohol-induced causes,A,58,859268,6.7,6.2,0.00%
,Delaware,10,2006,2006,All other non-drug and non-alcohol causes,O,7063,859268,822,779.6,0.00%
Total,Delaware,10,2006,2006,,,7204,859268,838.4,795.7,0.00%
,Delaware,10,2007,2007,Drug-induced causes,D,102,871749,11.7,12,0.00%
,Delaware,10,2007,2007,Alcohol-induced causes,A,57,871749,6.5,6,0.00%
,Delaware,10,2007,2007,All other non-drug and non-alcohol causes,O,7168,871749,822.3,768.1,0.00%
Total,Delaware,10,2007,2007,,,7327,871749,840.5,786.1,0.00%
,Delaware,10,2008,2008,Drug-induced causes,D,125,883874,14.1,14.4,0.00%
,Delaware,10,2008,2008,Alcohol-induced causes,A,75,883874,8.5,7.6,0.00%
,Delaware,10,2008,2008,All other non-drug and non-alcohol causes,O,7422,883874,839.7,771.6,0.00%
Total,Delaware,10,2008,2008,,,7622,883874,862.3,793.5,0.00%
,Delaware,10,2009,2009,Drug-induced causes,D,139,891730,15.6,15.7,0.00%
,Delaware,10,2009,2009,Alcohol-induced causes,A,70,891730,7.8,6.9,0.00%
,Delaware,10,2009,2009,All other non-drug and non-alcohol causes,O,7325,891730,821.4,745.5,0.00%
Total,Delaware,10,2009,2009,,,7534,891730,844.9,768,0.00%
,Delaware,10,2010,2010,Drug-induced causes,D,147,897934,16.4,16.8,0.00%
,Delaware,10,2010,2010,Alcohol-induced causes,A,74,897934,8.2,7.3,0.00%
,Delaware,10,2010,2010,All other non-drug and non-alcohol causes,O,7485,897934,833.6,745.8,0.00%
Total,Delaware,10,2010,2010,,,7706,897934,858.2,769.9,0.00%
,Delaware,10,2011,2011,Drug-induced causes,D,166,907135,18.3,18.3,0.00%
,Delaware,10,2011,2011,Alcohol-induced causes,A,62,907135,6.8,5.9,0.00%
,Delaware,10,2011,2011,All other non-drug and non-alcohol causes,O,7617,907135,839.7,740,0.00%
Total,Delaware,10,2011,2011,,,7845,907135,864.8,764.2,0.00%
,Delaware,10,2012,2012,Drug-induced causes,D,150,917092,16.4,16.2,0.00%
